first_maintenance_mileage,image_pin_url_2x,code,default_tags,model_specifications,maintenance_mileage,intermediate_maintenance_mileage,fuel_cap_side,registry_manufacturer,fuel_distance_enabled,deprecated,image_pin_url_3x,registry_model,short_name,image_map_url_2x,name,fuel_type,image_large_url,image_small_url,manufacturer,image_map_url_3x,tyres_info
,,60337101bcd687dd2794b56854685224,[],"[{'name': 'FuelTankVolume', 'value_localized': '80 model.specification.FuelTankVolume.unit(0)', 'value': '80', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 80, 'id': '60337101bcd687dd2794b56854685224_FuelTankVolume'}]",,,,LAMBORGHINI,True,False,,HURACAN,HURACAN,,LAMBORGHINI HURACAN,,,,LAMBORGHINI,,[]
,,57c24da21c9e2d2909c9dae36cec1dc6,[],"[{'name': 'FuelTankVolume', 'value_localized': '85 model.specification.FuelTankVolume.unit(0)', 'value': '85', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 85, 'id': '57c24da21c9e2d2909c9dae36cec1dc6_FuelTankVolume'}]",,,,LAMBORGHINI,True,False,,URUS MY20,URUS MY20,,LAMBORGHINI URUS MY20,,,,LAMBORGHINI,,[]
,,8dbf0d0dddaed8b8cef99ee5596768fe,[],"[{'name': 'FuelTankVolume', 'value_localized': '65 model.specification.FuelTankVolume.unit(0)', 'value': '65', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 65, 'id': '8dbf0d0dddaed8b8cef99ee5596768fe_FuelTankVolume'}]",,,,LAMBORGHINI,True,False,,URUS MY20,URUS MY20,,LAMBORGHINI URUS MY20,,,,LAMBORGHINI,,[]
,,2f9d0822fffb3a26a135f41887b50214,[],"[{'name': 'FuelTankVolume', 'value_localized': '65 model.specification.FuelTankVolume.unit(0)', 'value': '65', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 65, 'id': '2f9d0822fffb3a26a135f41887b50214_FuelTankVolume'}]",,,,LAND ROVER,True,False,,DEFENDER,DEFENDER,,LAND ROVER DEFENDER,,,,LAND ROVER,,[]
,,1b9e4ddc4a1bada67405be71535e58f9,[],"[{'name': 'FuelTankVolume', 'value_localized': '75 model.specification.FuelTankVolume.unit(0)', 'value': '75', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 75, 'id': '1b9e4ddc4a1bada67405be71535e58f9_FuelTankVolume'}]",,,,LAND ROVER,True,False,,VOGUE,VOGUE,,LAND ROVER VOGUE,,,,LAND ROVER,,[]
,,34c67e5fad2d78823f93292f1967f320,[],"[{'name': 'FuelTankVolume', 'value_localized': '50 model.specification.FuelTankVolume.unit(0)', 'value': '50', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 50, 'id': '34c67e5fad2d78823f93292f1967f320_FuelTankVolume'}]",,,,LEXUS,True,False,,IS 300,IS 300,,LEXUS IS 300,,,,LEXUS,,[]
,,b2558e9f6e1113980a44fd0ea5fa9e1c,[],"[{'name': 'FuelTankVolume', 'value_localized': '78 model.specification.FuelTankVolume.unit(0)', 'value': '78', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 78, 'id': 'b2558e9f6e1113980a44fd0ea5fa9e1c_FuelTankVolume'}]",,,,LEXUS,True,False,,LX 600,LX 600,,LEXUS LX 600,,,,LEXUS,,[]
,,11f64f4d6cb1d0aab2493b4b35616f02,[],"[{'name': 'FuelTankVolume', 'value_localized': '50 model.specification.FuelTankVolume.unit(0)', 'value': '50', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 50, 'id': '11f64f4d6cb1d0aab2493b4b35616f02_FuelTankVolume'}]",,,,MERCEDES,True,False,,A220,A220,,MERCEDES A220,,,,MERCEDES,,[]
,,8afeaf9444f8afd4a6c49e2db2ac94b3,[],"[{'name': 'FuelTankVolume', 'value_localized': '55 model.specification.FuelTankVolume.unit(0)', 'value': '55', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 55, 'id': '8afeaf9444f8afd4a6c49e2db2ac94b3_FuelTankVolume'}]",,,,MERCEDES,True,False,,A220,A220,,MERCEDES A220,,,,MERCEDES,,[]
,,b53013381f2f268389eb890cdbf22665,[],"[{'name': 'FuelTankVolume', 'value_localized': '45 model.specification.FuelTankVolume.unit(0)', 'value': '45', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 45, 'id': 'b53013381f2f268389eb890cdbf22665_FuelTankVolume'}]",,,,MERCEDES,True,False,,A220,A220,,MERCEDES A220,,,,MERCEDES,,[]
,,27e0d9fe662c6a3def66a504eb9780d8,[],"[{'name': 'FuelTankVolume', 'value_localized': '50 model.specification.FuelTankVolume.unit(0)', 'value': '50', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 50, 'id': '27e0d9fe662c6a3def66a504eb9780d8_FuelTankVolume'}]",,,,MERCEDES,True,False,,C180,C180,,MERCEDES C180,,,,MERCEDES,,[]
,,38b803b6b77d0e895ff91db0849969f4,[],"[{'name': 'FuelTankVolume', 'value_localized': '50 model.specification.FuelTankVolume.unit(0)', 'value': '50', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 50, 'id': '38b803b6b77d0e895ff91db0849969f4_FuelTankVolume'}]",,,,MERCEDES,True,False,,C200,C200,,MERCEDES C200,,,,MERCEDES,,[]
,,36034d5bda687510a46e60edebd966d1,[],[],,,,MERCEDES,True,False,,C300,C300,,MERCEDES C300,,,,MERCEDES,,[]
,,781c13aa102d57c613669f9e8d3c5788,[],"[{'name': 'FuelTankVolume', 'value_localized': '50 model.specification.FuelTankVolume.unit(0)', 'value': '50', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 50, 'id': '781c13aa102d57c613669f9e8d3c5788_FuelTankVolume'}]",,,,MERCEDES,True,False,,C300,C300,,MERCEDES C300,,,,MERCEDES,,[]
,,7a954841262bb3e9f8855cfeed11d617,[],"[{'name': 'FuelTankVolume', 'value_localized': '45 model.specification.FuelTankVolume.unit(0)', 'value': '45', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 45, 'id': '7a954841262bb3e9f8855cfeed11d617_FuelTankVolume'}]",,,,MERCEDES,True,False,,C300,C300,,MERCEDES C300,,,,MERCEDES,,[]
,,54211bc65283a599206eec859196b889,[],"[{'name': 'FuelTankVolume', 'value_localized': '55 model.specification.FuelTankVolume.unit(0)', 'value': '55', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 55, 'id': '54211bc65283a599206eec859196b889_FuelTankVolume'}]",,,,MERCEDES,True,False,,CLA250,CLA250,,MERCEDES CLA250,,,,MERCEDES,,[]
,,a5bc717c26077c24f369cbbd22362645,[],"[{'name': 'FuelTankVolume', 'value_localized': '45 model.specification.FuelTankVolume.unit(0)', 'value': '45', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 45, 'id': 'a5bc717c26077c24f369cbbd22362645_FuelTankVolume'}]",,,,MERCEDES,True,False,,CLA250,CLA250,,MERCEDES CLA250,,,,MERCEDES,,[]
,,d4ef5d1b0351db5effafd9d5cde4378d,[],"[{'name': 'FuelTankVolume', 'value_localized': '55 model.specification.FuelTankVolume.unit(0)', 'value': '55', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 55, 'id': 'd4ef5d1b0351db5effafd9d5cde4378d_FuelTankVolume'}]",,,,MERCEDES,True,False,,E350,E350,,MERCEDES E350,,,,MERCEDES,,[]
,,4e7ded82c97a35472922573730e8540b,[],"[{'name': 'FuelTankVolume', 'value_localized': '55 model.specification.FuelTankVolume.unit(0)', 'value': '55', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 55, 'id': '4e7ded82c97a35472922573730e8540b_FuelTankVolume'}]",,,,MERCEDES,True,False,,E400,E400,,MERCEDES E400,,,,MERCEDES,,[]
,,21fd86efca217bfd6d40130ceff415f5,[],"[{'name': 'FuelTankVolume', 'value_localized': '49 model.specification.FuelTankVolume.unit(0)', 'value': '49', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 49, 'id': '21fd86efca217bfd6d40130ceff415f5_FuelTankVolume'}]",,,,MERCEDES,True,False,,GLE 53,GLE 53,,MERCEDES GLE 53,,,,MERCEDES,,[]
,,f5dd39eaa26b5d8b51f7ef7abd1e7213,[],"[{'name': 'FuelTankVolume', 'value_localized': '50 model.specification.FuelTankVolume.unit(0)', 'value': '50', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 50, 'id': 'f5dd39eaa26b5d8b51f7ef7abd1e7213_FuelTankVolume'}]",,,,MINI COOPER,True,False,,COOPER S,COOPER S,,MINI COOPER COOPER S,,,,MINI COOPER,,[]
,,f4df89a477d4a6a101d12f08050c8f3f,[],"[{'name': 'FuelTankVolume', 'value_localized': '45 model.specification.FuelTankVolume.unit(0)', 'value': '45', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 45, 'id': 'f4df89a477d4a6a101d12f08050c8f3f_FuelTankVolume'}]",,,,MITSUBISHI,True,False,,ATTRAGE,ATTRAGE,,MITSUBISHI ATTRAGE,,,,MITSUBISHI,,[]
,,ad80c4d01bac5e29e7265ccf007e6814,[],[],,,,MITSUBISHI XPANDER,True,False,,2024,2024,,MITSUBISHI XPANDER 2024,,,,MITSUBISHI XPANDER,,[]
,,01cc42f39a3d818c167993cfddacbd5f,[],[],,,,Mercedes,True,False,,A45,A45,,Mercedes A45,,,,Mercedes,,[]
,,115d98597842469155e4ea792efb9b03,[],"[{'name': 'FuelTankVolume', 'value_localized': '100 model.specification.FuelTankVolume.unit(0)', 'value': '100', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 100, 'id': '115d98597842469155e4ea792efb9b03_FuelTankVolume'}]",,,,Mercedes,True,False,,G63 AMG,G63 AMG,,Mercedes G63 AMG,,,,Mercedes,,[]
,,fef8f4c5138eafa0df7af596994ab7d9,[],[],,,,Mercedes,True,False,,S500,S500,,Mercedes S500,,,,Mercedes,,[]
,,77d4d81b22ba210afb6e1f3a07fd5525,[],[],,,,Mini Cooper Green,True,False,,2024,2024,,Mini Cooper Green 2024,,,,Mini Cooper Green,,[]
,,e96a89bf6a6bab97c6f1d3f2bd78b1d1,[],[],,,,Mitsubisi Xpander,True,False,,2024,2024,,Mitsubisi Xpander 2024,,,,Mitsubisi Xpander,,[]
,,426a499452987eb999ea89e6781bb62e,[],"[{'name': 'FuelTankVolume', 'value_localized': '140 model.specification.FuelTankVolume.unit(0)', 'value': '140', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 140, 'id': '426a499452987eb999ea89e6781bb62e_FuelTankVolume'}]",,,,NISSAN,True,False,,PATROL SE P.C,PATROL SE P.C,,NISSAN PATROL SE P.C,,,,NISSAN,,[]
,,4c7d2b0cb751430e0a032d31669af235,[],"[{'name': 'FuelTankVolume', 'value_localized': '60 model.specification.FuelTankVolume.unit(0)', 'value': '60', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 60, 'id': '4c7d2b0cb751430e0a032d31669af235_FuelTankVolume'}]",,,,PORSCHE,True,False,,911 CARRERA 4GTS,911 CARRERA 4GTS,,PORSCHE 911 CARRERA 4GTS,,,,PORSCHE,,[]
,,74cf2bdcfc5e71f3b9b5ea93a6f66eca,[],[],,,,PORSCHE,True,False,,TARGA,TARGA,,PORSCHE TARGA,,,,PORSCHE,,[]
,,c5477bd2d8dd86d2bd0101e055465838,[],[],,,,Porsche Boxster 718 Convertible,True,False,,2024,2024,,Porsche Boxster 718 Convertible 2024,,,,Porsche Boxster 718 Convertible,,[]
,,3e98664d914ff1aa2ce82eb13b814eff,[],"[{'name': 'FuelTankVolume', 'value_localized': '65 model.specification.FuelTankVolume.unit(0)', 'value': '65', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 65, 'id': '3e98664d914ff1aa2ce82eb13b814eff_FuelTankVolume'}]",,,,RANGE ROVER,True,False,,SPORT,SPORT,,RANGE ROVER SPORT,,,,RANGE ROVER,,[]
,,4303eabcc5ecc89d9b7b85c0c9fa5939,[],[],,,,RANGE ROVER,True,False,,SPORT,SPORT,,RANGE ROVER SPORT,,,,RANGE ROVER,,[]
,,525dde020b8add591ac102323307d674,[],"[{'name': 'FuelTankVolume', 'value_localized': '72 model.specification.FuelTankVolume.unit(2)', 'value': '72', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 72, 'id': '525dde020b8add591ac102323307d674_FuelTankVolume'}]",,,,RANGE ROVER,True,False,,SPORT,SPORT,,RANGE ROVER SPORT,,,,RANGE ROVER,,[]
,,e8760656959e963d9afafe310e596c2e,[],"[{'name': 'FuelTankVolume', 'value_localized': '75 model.specification.FuelTankVolume.unit(0)', 'value': '75', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 75, 'id': 'e8760656959e963d9afafe310e596c2e_FuelTankVolume'}]",,,,RANGE ROVER,True,False,,VELAR,VELAR,,RANGE ROVER VELAR,,,,RANGE ROVER,,[]
,,b7fbc6836d122b3d931859ad9759be3c,[],"[{'name': 'FuelTankVolume', 'value_localized': '68 model.specification.FuelTankVolume.unit(0)', 'value': '68', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 68, 'id': 'b7fbc6836d122b3d931859ad9759be3c_FuelTankVolume'}]",,,,RANGE ROVER,True,False,,VOGUE,VOGUE,,RANGE ROVER VOGUE,,,,RANGE ROVER,,[]
,,6eaf74538d6f9da505e6b0269d343b4e,[],[],,,,Range Rover Sport,True,False,,2023,2023,,Range Rover Sport 2023,,,,Range Rover Sport,,[]
,,44fe087851217e6f7b4d02bdf8de4b21,[],"[{'name': 'FuelTankVolume', 'value_localized': '55 model.specification.FuelTankVolume.unit(0)', 'value': '55', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 55, 'id': '44fe087851217e6f7b4d02bdf8de4b21_FuelTankVolume'}]",,,,TOYOTA,True,False,,CAMRY,CAMRY,,TOYOTA CAMRY,,,,TOYOTA,,[]
,,1aa89a5e53a51ef4ae1a1403c03bc408,[],"[{'name': 'FuelTankVolume', 'value_localized': '79 model.specification.FuelTankVolume.unit(0)', 'value': '79', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 79, 'id': '1aa89a5e53a51ef4ae1a1403c03bc408_FuelTankVolume'}]",,,,TOYOTA,True,False,,LAND CRUISER,LAND CRUISER,,TOYOTA LAND CRUISER,,,,TOYOTA,,[]
,,09850867a8ab300284f1508dce80eb0b,[],"[{'name': 'FuelTankVolume', 'value_localized': '55 model.specification.FuelTankVolume.unit(0)', 'value': '55', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 55, 'id': '09850867a8ab300284f1508dce80eb0b_FuelTankVolume'}]",,,,TOYOTA,True,False,,YARIS,YARIS,,TOYOTA YARIS,,,,TOYOTA,,[]
,,5f0ffa5fd67ce71689ba90d79f45ea7d,[],[],,,,TOYOYA YARIS,True,False,,2023,2023,,TOYOYA YARIS 2023,,,,TOYOYA YARIS,,[]
