manufacturer,image_pin_url_3x,model_specifications,fuel_type,short_name,image_map_url_3x,maintenance_mileage,fuel_distance_enabled,registry_model,image_large_url,registry_manufacturer,intermediate_maintenance_mileage,image_map_url_2x,fuel_cap_side,image_small_url,default_tags,image_pin_url_2x,tyres_info,deprecated,first_maintenance_mileage,name,code
INFINITY,,[],,Q50,,,True,Q50,,INFINITY,,,,,[],,[],False,,INFINITY Q50,d0d2ba14aff83cc746e3b9855b1d8ea8
INFINITY,,[],,Q50,,,True,Q50,,INFINITY,,,,,[],,[],False,,INFINITY Q50,d84e90b5c3e5b4c8fde8dfbe0fb1b336
JEEP,,[],,GRAND,,,True,GRAND,,JEEP,,,,,[],,[],False,,JEEP GRAND,345fe5c2151398b3a9889b6d0c6e3615
JEEP,,[],,GRAND,,,True,GRAND,,JEEP,,,,,[],,[],False,,JEEP GRAND,ef5bb264fb20f2a5de53e42f8c60b777
JEEP,,[],,WRANGLER,,,True,WRANGLER,,JEEP,,,,,[],,[],False,,JEEP WRANGLER,f4fb6d87648032ebd63f85cd39d7f735
JEEP,,[],,WRANGLER,,,True,WRANGLER,,JEEP,,,,,[],,[],False,,JEEP WRANGLER,f682f895fa1890ab54bd5bd3cc4d8382
Jeep,,[],,Wrangler,,,True,Wrangler,,Jeep,,,,,[],,[],False,,Jeep Wrangler,c7e4fbc94671c6ca124411af0825cb69
Jeep,,[],,Wrangler,,,True,Wrangler,,Jeep,,,,,[],,[],False,,Jeep Wrangler,fb24aa2b39eef8e0fc56373d77395aa7
KIA,,[],,CERATO,,,True,CERATO,,KIA,,,,,[],,[],False,,KIA CERATO,30f7c9f93a8a303299ccade0d7b7027d
KIA,,[],,CERATO,,,True,CERATO,,KIA,,,,,[],,[],False,,KIA CERATO,b8c67637cb589309213f9e1038488310
KIA,,[],,SPORTAGE,,,True,SPORTAGE,,KIA,,,,,[],,[],False,,KIA SPORTAGE,7b520281b8a6b503ae64db102833a0d6
KIA,,[],,SPORTAGE,,,True,SPORTAGE,,KIA,,,,,[],,[],False,,KIA SPORTAGE,973ace733491f92ee1a9097ef6880d7e
LAMBORGHINI,,[],,URUS,,,True,URUS,,LAMBORGHINI,,,,,[],,[],False,,LAMBORGHINI URUS,964453d00ed0a143cd5d5e811003046c
LAMBORGHINI,,[],,URUS,,,True,URUS,,LAMBORGHINI,,,,,[],,[],False,,LAMBORGHINI URUS,e65f36f480a18185f213c19671be3950
LAND ROVER,,[],,DEFENDER,,,True,DEFENDER,,LAND ROVER,,,,,[],,[],False,,LAND ROVER DEFENDER,225175af97b91d33b8b7cc240562b19c
LAND ROVER,,[],,DEFENDER,,,True,DEFENDER,,LAND ROVER,,,,,[],,[],False,,LAND ROVER DEFENDER,9a4e63a1fd1fa90017bb722191014558
LAND ROVER,,[],,DEFENDER,,,True,DEFENDER,,LAND ROVER,,,,,[],,[],False,,LAND ROVER DEFENDER,ad50fa2dd4cf99e928931e2cd1482a6f
LAND ROVER,,[],,DISCOVERY,,,True,DISCOVERY,,LAND ROVER,,,,,[],,[],False,,LAND ROVER DISCOVERY,7ef83693f7d88aeebeb0590489768af9
LOTUS,,[],,EVORA,,,True,EVORA,,LOTUS,,,,,[],,[],False,,LOTUS EVORA,5461c867e2e4d2a2588a28f6ab819537
MERCEDES,,[],,A220,,,True,A220,,MERCEDES,,,,,[],,[],False,,MERCEDES A220,e734bacb17e0ca5a771e70a029197344
MERCEDES,,[],,C200,,,True,C200,,MERCEDES,,,,,[],,[],False,,MERCEDES C200,e04525c98ef096d2be0ee3ad07cca434
MERCEDES,,[],,C300,,,True,C300,,MERCEDES,,,,,[],,[],False,,MERCEDES C300,8dfab3821f7091d9752970ad91b02844
MERCEDES,,[],,C300,,,True,C300,,MERCEDES,,,,,[],,[],False,,MERCEDES C300,aa3a7726ee47b9453602d1ce4b14cfe0
MERCEDES,,[],,C300,,,True,C300,,MERCEDES,,,,,[],,[],False,,MERCEDES C300,b7cd63980805738f3f015c0c35550a23
MERCEDES,,[],,C300,,,True,C300,,MERCEDES,,,,,[],,[],False,,MERCEDES C300,d5533afb33395ead32e5c9c687b55917
MERCEDES,,[],,C300,,,True,C300,,MERCEDES,,,,,[],,[],False,,MERCEDES C300,dbd688be6583be1459d7cf492e22c722
