ya_id,ya_number,ya_merge_manufacturer,ya_merge_short_name,takamol_CarNo,takamol_Model,takamol_MemberNo,takamol_CarKey,takamol_CarName,takamol_Reservations
546252b0-3df9-4ed2-8a84-9f848102913a,y45234,NISSAN,PATROL SE P.C,45234,2022,2760,69057,NISSAN PATROL  SE PLATINUM ,"[{'ReservationKey': 0, 'CarKey': 69057, 'CustomerName': 'Running Contract, 13977', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '5/20/2024 4:54:00 PM', 'ToDateTime': '6/9/2024 4:54:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
0fbb52f6-267e-4bdb-a851-bbf0ef4f73e5,c91139,PORSCHE,911 CARRERA 4GTS,91139,2023,2760,98653,PORSCHE 911 CARRERA 4 GTS CONV.,
4ceba3b7-ddc6-47ec-96c7-57f23d9b002f,q41154,RANGE ROVER,SPORT,41154,2021,2760,11677,RANGE ROVER SPORT,"[{'ReservationKey': 0, 'CarKey': 11677, 'CustomerName': 'Running Contract, 15855', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/1/2024 5:48:00 PM', 'ToDateTime': '8/2/2024 5:48:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
b0e64a4e-2ac5-4cca-a8d0-7120496212bd,k35920,RANGE ROVER,VELAR,35920,2021,2760,93394,RANGE ROVER VELAR,"[{'ReservationKey': 0, 'CarKey': 93394, 'CustomerName': 'Running Contract, 15792', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 1:52:00 AM', 'ToDateTime': '8/4/2024 1:52:00 AM', 'DayRentValue': 0.0, 'Documents': None}]"
3e6e629e-2de8-42bd-b12b-a90c28270f18,y19947,RANGE ROVER,VELAR,19947,2022,2760,91175,RANGE ROVER VELAR ,"[{'ReservationKey': 0, 'CarKey': 91175, 'CustomerName': 'Running Contract, 15802', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 12:25:00 PM', 'ToDateTime': '8/3/2024 12:25:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
8e8a172b-56f4-4e67-a54d-546b554eff00,j77467,RANGE ROVER,VOGUE,77467,2023,2760,87420,RANGE ROVER VOGUE,"[{'ReservationKey': 0, 'CarKey': 87420, 'CustomerName': 'Running Contract, 15786', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/30/2024 7:55:00 PM', 'ToDateTime': '8/3/2024 7:55:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
40cb279a-32a4-43a3-a649-e70b9a5d03a1,z58507,TOYOTA,CAMRY,58507,2023,2760,86073,TOYOTA CAMRY,"[{'ReservationKey': 0, 'CarKey': 86073, 'CustomerName': 'Running Contract, 15796', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 8:26:00 AM', 'ToDateTime': '8/3/2024 8:26:00 AM', 'DayRentValue': 0.0, 'Documents': None}]"
a5e0f065-6d3d-4c0c-968d-ef369245bc7e,z58508,TOYOTA,CAMRY,58508,2023,2760,86074,TOYOTA CAMRY,"[{'ReservationKey': 0, 'CarKey': 86074, 'CustomerName': 'Running Contract, 15606', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/21/2024 12:32:00 AM', 'ToDateTime': '8/4/2024 12:32:00 AM', 'DayRentValue': 0.0, 'Documents': None}]"
5a6aed7f-7882-4eb5-bd4a-3afbc709f582,z85933,TOYOTA,CAMRY,85933,2023,2760,89695,TOYOTA CAMRY,"[{'ReservationKey': 0, 'CarKey': 89695, 'CustomerName': 'Running Contract, 15603', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/20/2024 10:13:00 PM', 'ToDateTime': '8/2/2024 10:13:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
840b557b-f506-41b0-bc28-80540385d2a6,z85936,TOYOTA,CAMRY,85936,2023,2760,89696,TOYOTA CAMRY,
