Reservations,DayRentValue,CarPhotoURL,City,Region,Doors,Model,CarNo,MemberNo,Gear,BookingDiscount,WeekRentValue,Cylinders,Seats,MobileSalesMan,MemberName,WD,Passengers,MonthRentValue,CarKey,Milage,CarName
,100.0,,Dubai,Al Garhoud Complex,4,2021,63530,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,39860,62895,NISSAN PATROL
,100.0,,Dubai,Al Garhoud Complex,4,2023,85889,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,113406,13761,FERRARI F8 SPIDER
"[{'ReservationKey': 0, 'CarKey': 39862, 'CustomerName': 'Running Contract, 22908', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '6/11/2024 10:40:00 PM', 'ToDateTime': '7/18/2024 10:40:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,Dubai,Al Garhoud Complex,4,2022,24598,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,39862,73856,HYUNDAI TUCSON
"[{'ReservationKey': 0, 'CarKey': 39863, 'CustomerName': 'Running Contract, 22937', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '6/16/2024 11:50:00 PM', 'ToDateTime': '7/6/2024 11:50:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,Dubai,Al Garhoud Complex,4,2022,48721,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,39863,74136,KIA SPORTAGE
,100.0,,Dubai,Al Garhoud Complex,4,2022,66019,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,39864,66018,KIA SPORTAGE
"[{'ReservationKey': 0, 'CarKey': 39865, 'CustomerName': 'Running Contract, 23010', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '6/23/2024 1:12:00 PM', 'ToDateTime': '8/22/2024 1:12:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,Dubai,Al Garhoud Complex,4,2022,29653,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,39865,87489,KIA SORENTO
"[{'ReservationKey': 0, 'CarKey': 39866, 'CustomerName': 'Running Contract, 23354', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 3:19:00 PM', 'ToDateTime': '8/6/2024 3:19:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,Dubai,Al Garhoud Complex,4,2021,43019,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,39866,98066,CADILLAC ESCALADE
"[{'ReservationKey': 0, 'CarKey': 39830, 'CustomerName': 'Running Contract, 23256', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/20/2024 10:09:00 PM', 'ToDateTime': '8/19/2024 10:09:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,Dubai,Al Garhoud Complex,4,2020,41809,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,39830,98806,KIA SPORTAGE
"[{'ReservationKey': 0, 'CarKey': 39831, 'CustomerName': 'Running Contract, 23249', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/19/2024 6:58:00 PM', 'ToDateTime': '8/18/2024 6:58:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,Dubai,Al Garhoud Complex,4,2020,41819,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,39831,70956,KIA SPORTAGE
"[{'ReservationKey': 0, 'CarKey': 39872, 'CustomerName': 'Running Contract, 23240', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/18/2024 1:39:00 PM', 'ToDateTime': '7/19/2024 1:39:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,Dubai,Al Garhoud Complex,4,2022,52994,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,39872,108179,HYUNDAI CRETA
