WD,Model,CarName,Reservations,Doors,MemberName,CarPhotoURL,CarKey,Passengers,WeekRentValue,BookingDiscount,MemberNo,Milage,Gear,Seats,MobileSalesMan,CarNo,Region,MonthRentValue,Cylinders,DayRentValue,City
2,2022,NISSAN KICKS,"[{'ReservationKey': 0, 'CarKey': 39910, 'CustomerName': 'Running Contract, 23107', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/5/2024 8:44:00 PM', 'ToDateTime': '8/3/2024 8:44:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",4,A M G A RENT A CAR L.L.C.,,39910,5,630.0,0.0,2475,72075,-1,2,00971503694779,11730,Al Garhoud Complex,2400.0,4,100.0,Dubai
2,2024,EXEED LX,,4,A M G A RENT A CAR L.L.C.,,127229,5,630.0,0.0,2475,14919,-1,2,00971503694779,88436,Al Garhoud Complex,2400.0,4,100.0,Dubai
2,2019,MERCEDEZ G63,,4,A M G A RENT A CAR L.L.C.,,39832,5,630.0,0.0,2475,170906,-1,2,00971503694779,21770,Al Garhoud Complex,2400.0,4,100.0,Dubai
2,2022,HYUNDAI CRETA,"[{'ReservationKey': 0, 'CarKey': 39869, 'CustomerName': 'Running Contract, 23223', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/16/2024 5:36:00 PM', 'ToDateTime': '7/17/2024 5:36:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",4,A M G A RENT A CAR L.L.C.,,39869,5,630.0,0.0,2475,94936,-1,2,00971503694779,52041,Al Garhoud Complex,2400.0,4,100.0,Dubai
2,2024,BMW 420 ,"[{'ReservationKey': 0, 'CarKey': 106736, 'CustomerName': 'Running Contract, 23347', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/30/2024 8:29:00 PM', 'ToDateTime': '8/4/2024 8:29:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",4,A M G A RENT A CAR L.L.C.,,106736,5,630.0,0.0,2475,23372,-1,2,00971503694779,26124,Al Garhoud Complex,2400.0,4,100.0,Dubai
2,2020,KIA SPORTAGE,,4,A M G A RENT A CAR L.L.C.,,39833,5,630.0,0.0,2475,73554,-1,2,00971503694779,94303,Al Garhoud Complex,2400.0,4,200.0,Dubai
2,2022,TOYOTA RUSH,"[{'ReservationKey': 0, 'CarKey': 39898, 'CustomerName': 'Running Contract, 23331', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/29/2024 1:33:00 PM', 'ToDateTime': '7/30/2024 1:33:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",4,A M G A RENT A CAR L.L.C.,,39898,5,630.0,0.0,2475,49321,-1,2,00971503694779,46059,Al Garhoud Complex,2400.0,4,250.0,Dubai
2,2020,AUDI A6,,4,A M G A RENT A CAR L.L.C.,,39827,5,0.0,0.0,2475,113774,-1,2,00971503694779,63515,Al Garhoud Complex,0.0,4,400.0,Dubai
2,2022,TOYOTA PRADO,"[{'ReservationKey': 0, 'CarKey': 39868, 'CustomerName': 'Running Contract, 23312', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/26/2024 8:10:00 PM', 'ToDateTime': '8/3/2024 8:10:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",4,A M G A RENT A CAR L.L.C.,,39868,5,630.0,0.0,2475,83397,-1,2,00971503694779,59538,Al Garhoud Complex,2400.0,4,550.0,Dubai
2,2020,RANGE ROVER,,4,A M G A RENT A CAR L.L.C.,,39818,5,0.0,0.0,2475,93567,-1,2,00971503694779,85882,Al Garhoud Complex,0.0,4,1000.0,Dubai
2,2021,BMW X6,"[{'ReservationKey': 0, 'CarKey': 39855, 'CustomerName': 'Running Contract, 23355', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 6:31:00 PM', 'ToDateTime': '8/2/2024 6:31:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",4,A M G A RENT A CAR L.L.C.,,39855,5,0.0,0.0,2475,93494,-1,2,00971503694779,35803,Al Garhoud Complex,25000.0,4,1000.0,Dubai
2,2022,HYUNDAI CRETA,,4,A M G A RENT A CAR L.L.C.,,39870,5,630.0,0.0,2475,108552,-1,2,00971503694779,52036,Al Garhoud Complex,2400.0,4,2018.0,Dubai
