Reservations,DayRentValue,CarPhotoURL,City,Region,Doors,Model,CarNo,MemberNo,Gear,BookingDiscount,WeekRentValue,Cylinders,Seats,MobileSalesMan,MemberName,WD,Passengers,MonthRentValue,CarKey,Milage,CarName
,100.0,,deira,al khabasi,4,2021,57015,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,87547,63575,MERCEDES E300
"[{'ReservationKey': 0, 'CarKey': 22004, 'CustomerName': 'Running Contract, 9776', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/6/2022 8:50:00 AM', 'ToDateTime': '7/6/2022 8:50:00 AM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,deira,al khabasi,4,2018,70582,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,22004,148974,MERCEDES E300
,100.0,,deira,al khabasi,4,2024,86245,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,135249,31640,MERCEDES E450 CONVERTIBLE
"[{'ReservationKey': 0, 'CarKey': 126276, 'CustomerName': 'Running Contract, 15843', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 3:43:25 PM', 'ToDateTime': '8/3/2024 3:43:25 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,deira,al khabasi,4,2022,87857,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,126276,40805,MERCEDES E450 CONVERTIBLE
"[{'ReservationKey': 0, 'CarKey': 22097, 'CustomerName': 'Running Contract, 16306', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/2/2024 12:10:00 PM', 'ToDateTime': '8/4/2024 12:10:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,deira,al khabasi,4,2020,11300,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,22097,145759,MERCEDES G63
"[{'ReservationKey': 0, 'CarKey': 98451, 'CustomerName': 'Running Contract, 15522', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '6/15/2024 2:01:12 PM', 'ToDateTime': '7/26/2024 2:01:12 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,deira,al khabasi,4,2023,18964,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,98451,42434,MERCEDES G63
,100.0,,deira,al khabasi,4,2020,38600,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,69308,79342,MERCEDES G63
"[{'ReservationKey': 0, 'CarKey': 22157, 'CustomerName': 'Running Contract, 16291', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/1/2024 3:54:00 PM', 'ToDateTime': '8/2/2024 3:54:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,deira,al khabasi,4,2021,68500,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,22157,12375,MERCEDES G63
"[{'ReservationKey': 0, 'CarKey': 22107, 'CustomerName': 'Running Contract, 15873', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 8:51:00 PM', 'ToDateTime': '8/2/2024 8:51:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,deira,al khabasi,4,2019,79500,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,22107,133456,MERCEDES G63
,100.0,,deira,al khabasi,4,2019,93548,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,22091,135385,MERCEDES G63
"[{'ReservationKey': 0, 'CarKey': 83403, 'CustomerName': 'Running Contract, 16300', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/1/2024 7:58:06 PM', 'ToDateTime': '8/5/2024 7:58:06 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,deira,al khabasi,4,2020,18463,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,83403,113852,MERCEDES GLB250
"[{'ReservationKey': 0, 'CarKey': 78211, 'CustomerName': 'Running Contract, 14647', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '3/10/2024 10:55:28 PM', 'ToDateTime': '3/25/2024 10:55:28 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,deira,al khabasi,4,2020,43682,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,78211,71250,MERCEDES GLC
,100.0,,deira,al khabasi,4,2022,47694,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,68304,67256,MERCEDES GLC43
,700.0,,deira,al khabasi,4,2016,23698,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,21958,127651,MERCEDES GLE 450
"[{'ReservationKey': 0, 'CarKey': 21980, 'CustomerName': 'Running Contract, 8527', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '1/25/2022 9:05:00 PM', 'ToDateTime': '1/25/2022 9:05:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,deira,al khabasi,4,2016,98420,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,21980,143984,MERCEDES GLE450
,100.0,,deira,al khabasi,4,2020,25723,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,22150,54671,MERCEDES GLE53
,100.0,,deira,al khabasi,4,2020,41968,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,22163,142125,MERCEDES GLE53
,100.0,,deira,al khabasi,4,2021,42378,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,68297,75995,MERCEDES GLE53
,100.0,,deira,al khabasi,4,2019,89684,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,117058,60941,MERCEDES GT63
,100.0,,deira,al khabasi,4,2018,36218,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,22035,155135,MERCEDES METRIS
,100.0,,deira,al khabasi,4,2017,44385,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,22080,75299,MERCEDES METRIS
,100.0,,deira,al khabasi,4,2023,83500,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,87546,25487,MERCEDES S500
,100.0,,deira,al khabasi,4,2018,31691,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,22051,155779,MERCEDES S560
,100.0,,deira,al khabasi,4,2022,86300,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,22148,47010,MERCEDES S580
,100.0,,deira,al khabasi,4,2018,16235,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,22026,172752,MERCEDESS450
,100.0,,deira,al khabasi,4,2016,82670,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,21942,204850,Mercedes AMG GTS
,100.0,,deira,al khabasi,4,2017,36213,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,22033,120254,NISSAN ARMADA
,100.0,,deira,al khabasi,4,2020,50570,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,69311,61445,NISSAN ARMADA
,100.0,,deira,al khabasi,4,2020,72350,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,73138,153029,NISSAN PATHFINDER
,100.0,,deira,al khabasi,4,2022,6354,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,93653,12677,NISSAN PATROL
,100.0,,deira,al khabasi,4,2018,21411,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,22130,82522,NISSAN PATROL PLAT
,100.0,,deira,al khabasi,4,2020,85307,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,22144,42204,PORSCHE 911 CARRERA
